Time,Date,Spp,Colony,Fragment,Treatment,Replicate,YII,Sample
17,2/15/18,O.fav,34,34-32,NP,R2,0.501,34-32_2018-02-15
18,2/19/18,O.fav,6,6-83,Control,R1,0.483,6-83_2018-02-19
18,2/19/18,O.fav,6,6-112,Control,R1,0.427,6-112_2018-02-19
18,2/19/18,O.fav,20,20-19,Control,R1,0.482,20-19_2018-02-19
18,2/19/18,O.fav,20,20-30,Control,R1,0.448,20-30_2018-02-19
18,2/19/18,O.fav,31,31-41,Control,R1,0.455,31-41_2018-02-19
18,2/19/18,O.fav,31,31-45,Control,R1,0.415,31-45_2018-02-19
18,2/19/18,O.fav,34,34-20,Control,R1,0.362,34-20_2018-02-19
18,2/19/18,O.fav,34,34-49,Control,R1,0.362,34-49_2018-02-19
18,2/19/18,O.fav,6,6-9,N,R1,0.41,6-9_2018-02-19
18,2/19/18,O.fav,6,6-96,N,R1,0.43,6-96_2018-02-19
18,2/19/18,O.fav,20,20-2,N,R1,0.45,20-2_2018-02-19
18,2/19/18,O.fav,20,20-46,N,R1,0.403,20-46_2018-02-19
18,2/19/18,O.fav,31,31-43,N,R1,0.451,31-43_2018-02-19
18,2/19/18,O.fav,34,34-5,N,R1,0.402,34-5_2018-02-19
18,2/19/18,O.fav,34,34-44,N,R1,0.46,34-44_2018-02-19
18,2/19/18,O.fav,6,6-61,NP,R1,0.464,6-61_2018-02-19
18,2/19/18,O.fav,6,6-115,NP,R1,0.46,6-115_2018-02-19
18,2/19/18,O.fav,20,20-17,NP,R1,0.484,20-17_2018-02-19
18,2/19/18,O.fav,20,20-34,NP,R1,0.482,20-34_2018-02-19
18,2/19/18,O.fav,31,31-17,NP,R1,0.47,31-17_2018-02-19
18,2/19/18,O.fav,31,31-39,NP,R1,0.444,31-39_2018-02-19
18,2/19/18,O.fav,34,34-9,NP,R1,0.432,34-9_2018-02-19
18,2/19/18,O.fav,34,34-22,NP,R1,0.437,34-22_2018-02-19
18,2/19/18,O.fav,6,6-85,Control,R2,0.467,6-85_2018-02-19
18,2/19/18,O.fav,6,6-116,Control,R2,0.451,6-116_2018-02-19
18,2/19/18,O.fav,20,20-3,Control,R2,0.448,20-3_2018-02-19
18,2/19/18,O.fav,20,20-4,Control,R2,0.459,20-4_2018-02-19
18,2/19/18,O.fav,31,31-46,Control,R2,0.44,31-46_2018-02-19
18,2/19/18,O.fav,34,34-8,Control,R2,0.398,34-8_2018-02-19
18,2/19/18,O.fav,34,34-23,Control,R2,0.355,34-23_2018-02-19
18,2/19/18,O.fav,6,6-12,N,R2,0.467,6-12_2018-02-19
18,2/19/18,O.fav,6,6-19,N,R2,0.436,6-19_2018-02-19
18,2/19/18,O.fav,20,20-29,N,R2,0.425,20-29_2018-02-19
18,2/19/18,O.fav,20,20-41,N,R2,0.429,20-41_2018-02-19
18,2/19/18,O.fav,31,31-10,N,R2,0.437,31-10_2018-02-19
18,2/19/18,O.fav,34,34-24,N,R2,0.465,34-24_2018-02-19
18,2/19/18,O.fav,34,34-25,N,R2,0.377,34-25_2018-02-19
18,2/19/18,O.fav,6,6-49,NP,R2,0.353,6-49_2018-02-19
18,2/19/18,O.fav,6,6-72,NP,R2,0.415,6-72_2018-02-19
18,2/19/18,O.fav,20,20-11,NP,R2,0.477,20-11_2018-02-19
18,2/19/18,O.fav,20,20-50,NP,R2,0.452,20-50_2018-02-19
18,2/19/18,O.fav,34,34-21,NP,R2,0.393,34-21_2018-02-19
18,2/19/18,O.fav,34,34-32,NP,R2,0.439,34-32_2018-02-19
19,2/22/18,O.fav,6,6-83,Control,R1,0.445,6-83_2018-02-22
19,2/22/18,O.fav,6,6-112,Control,R1,0.389,6-112_2018-02-22
19,2/22/18,O.fav,20,20-19,Control,R1,0.466,20-19_2018-02-22
19,2/22/18,O.fav,20,20-30,Control,R1,0.444,20-30_2018-02-22
19,2/22/18,O.fav,31,31-41,Control,R1,0.421,31-41_2018-02-22
19,2/22/18,O.fav,31,31-45,Control,R1,0.433,31-45_2018-02-22
19,2/22/18,O.fav,34,34-20,Control,R1,0.375,34-20_2018-02-22
19,2/22/18,O.fav,34,34-49,Control,R1,0.348,34-49_2018-02-22
19,2/22/18,O.fav,6,6-9,N,R1,0.359,6-9_2018-02-22
19,2/22/18,O.fav,6,6-96,N,R1,0.358,6-96_2018-02-22
19,2/22/18,O.fav,20,20-2,N,R1,0.412,20-2_2018-02-22
19,2/22/18,O.fav,20,20-46,N,R1,0.386,20-46_2018-02-22
19,2/22/18,O.fav,31,31-43,N,R1,0.422,31-43_2018-02-22
19,2/22/18,O.fav,34,34-5,N,R1,0.381,34-5_2018-02-22
19,2/22/18,O.fav,34,34-44,N,R1,0.42,34-44_2018-02-22
19,2/22/18,O.fav,6,6-61,NP,R1,0.416,6-61_2018-02-22
19,2/22/18,O.fav,6,6-115,NP,R1,0.416,6-115_2018-02-22
19,2/22/18,O.fav,20,20-17,NP,R1,0.453,20-17_2018-02-22
19,2/22/18,O.fav,20,20-34,NP,R1,0.443,20-34_2018-02-22
19,2/22/18,O.fav,34,34-9,NP,R1,0.39,34-9_2018-02-22
19,2/22/18,O.fav,34,34-22,NP,R1,0.388,34-22_2018-02-22
19,2/22/18,O.fav,6,6-85,Control,R2,0.451,6-85_2018-02-22
19,2/22/18,O.fav,6,6-116,Control,R2,0.468,6-116_2018-02-22
19,2/22/18,O.fav,20,20-3,Control,R2,0.482,20-3_2018-02-22
19,2/22/18,O.fav,20,20-4,Control,R2,0.486,20-4_2018-02-22
19,2/22/18,O.fav,31,31-46,Control,R2,0.437,31-46_2018-02-22
19,2/22/18,O.fav,34,34-8,Control,R2,0.376,34-8_2018-02-22
19,2/22/18,O.fav,34,34-23,Control,R2,0.411,34-23_2018-02-22
19,2/22/18,O.fav,6,6-12,N,R2,0.438,6-12_2018-02-22
19,2/22/18,O.fav,6,6-19,N,R2,0.418,6-19_2018-02-22
19,2/22/18,O.fav,20,20-29,N,R2,0.43,20-29_2018-02-22
19,2/22/18,O.fav,20,20-41,N,R2,0.426,20-41_2018-02-22
19,2/22/18,O.fav,31,31-10,N,R2,0.388,31-10_2018-02-22
19,2/22/18,O.fav,34,34-24,N,R2,0.433,34-24_2018-02-22
19,2/22/18,O.fav,34,34-25,N,R2,0.372,34-25_2018-02-22
19,2/22/18,O.fav,6,6-72,NP,R2,0.399,6-72_2018-02-22
19,2/22/18,O.fav,20,20-11,NP,R2,0.476,20-11_2018-02-22
19,2/22/18,O.fav,20,20-50,NP,R2,0.443,20-50_2018-02-22
19,2/22/18,O.fav,34,34-21,NP,R2,0.385,34-21_2018-02-22
19,2/22/18,O.fav,34,34-32,NP,R2,0.448,34-32_2018-02-22
20,2/26/18,O.fav,6,6-83,Control,R1,0.449,6-83_2018-02-26
20,2/26/18,O.fav,6,6-112,Control,R1,0.416,6-112_2018-02-26
20,2/26/18,O.fav,20,20-19,Control,R1,0.468,20-19_2018-02-26
20,2/26/18,O.fav,20,20-30,Control,R1,0.463,20-30_2018-02-26
20,2/26/18,O.fav,31,31-41,Control,R1,0.393,31-41_2018-02-26
20,2/26/18,O.fav,31,31-45,Control,R1,0.482,31-45_2018-02-26
20,2/26/18,O.fav,34,34-20,Control,R1,0.389,34-20_2018-02-26
20,2/26/18,O.fav,34,34-49,Control,R1,0.351,34-49_2018-02-26
20,2/26/18,O.fav,6,6-9,N,R1,0.341,6-9_2018-02-26
20,2/26/18,O.fav,6,6-96,N,R1,0.352,6-96_2018-02-26
20,2/26/18,O.fav,20,20-2,N,R1,0.427,20-2_2018-02-26
20,2/26/18,O.fav,20,20-46,N,R1,0.405,20-46_2018-02-26
20,2/26/18,O.fav,31,31-43,N,R1,0.443,31-43_2018-02-26
20,2/26/18,O.fav,34,34-5,N,R1,0.395,34-5_2018-02-26
20,2/26/18,O.fav,34,34-44,N,R1,0.413,34-44_2018-02-26
20,2/26/18,O.fav,6,6-61,NP,R1,0.435,6-61_2018-02-26
20,2/26/18,O.fav,6,6-115,NP,R1,0.448,6-115_2018-02-26
20,2/26/18,O.fav,20,20-17,NP,R1,0.464,20-17_2018-02-26
20,2/26/18,O.fav,20,20-34,NP,R1,0.475,20-34_2018-02-26
20,2/26/18,O.fav,34,34-9,NP,R1,0.393,34-9_2018-02-26
20,2/26/18,O.fav,34,34-22,NP,R1,0.41,34-22_2018-02-26
20,2/26/18,O.fav,6,6-85,Control,R2,0.374,6-85_2018-02-26
20,2/26/18,O.fav,6,6-116,Control,R2,0.452,6-116_2018-02-26
20,2/26/18,O.fav,20,20-3,Control,R2,0.416,20-3_2018-02-26
20,2/26/18,O.fav,20,20-4,Control,R2,0.427,20-4_2018-02-26
20,2/26/18,O.fav,31,31-46,Control,R2,0.362,31-46_2018-02-26
20,2/26/18,O.fav,34,34-8,Control,R2,0.378,34-8_2018-02-26
20,2/26/18,O.fav,34,34-23,Control,R2,0.306,34-23_2018-02-26
20,2/26/18,O.fav,6,6-12,N,R2,0.408,6-12_2018-02-26
20,2/26/18,O.fav,6,6-19,N,R2,0.37,6-19_2018-02-26
20,2/26/18,O.fav,20,20-29,N,R2,0.414,20-29_2018-02-26
20,2/26/18,O.fav,20,20-41,N,R2,0.422,20-41_2018-02-26
20,2/26/18,O.fav,31,31-10,N,R2,0.379,31-10_2018-02-26
20,2/26/18,O.fav,34,34-24,N,R2,0.374,34-24_2018-02-26
20,2/26/18,O.fav,34,34-25,N,R2,0.333,34-25_2018-02-26
20,2/26/18,O.fav,6,6-72,NP,R2,0.353,6-72_2018-02-26
20,2/26/18,O.fav,20,20-11,NP,R2,0.434,20-11_2018-02-26
20,2/26/18,O.fav,20,20-50,NP,R2,0.398,20-50_2018-02-26
20,2/26/18,O.fav,34,34-21,NP,R2,0.357,34-21_2018-02-26
20,2/26/18,O.fav,34,34-32,NP,R2,0.384,34-32_2018-02-26
21,3/1/18,O.fav,6,6-83,Control,R1,0.403,6-83_2018-03-01
21,3/1/18,O.fav,6,6-112,Control,R1,0.376,6-112_2018-03-01
21,3/1/18,O.fav,20,20-19,Control,R1,0.441,20-19_2018-03-01
21,3/1/18,O.fav,20,20-30,Control,R1,0.423,20-30_2018-03-01
21,3/1/18,O.fav,31,31-41,Control,R1,0.408,31-41_2018-03-01
21,3/1/18,O.fav,34,34-20,Control,R1,0.363,34-20_2018-03-01
21,3/1/18,O.fav,34,34-49,Control,R1,0.31,34-49_2018-03-01
21,3/1/18,O.fav,6,6-9,N,R1,0.325,6-9_2018-03-01
21,3/1/18,O.fav,6,6-96,N,R1,0.286,6-96_2018-03-01
21,3/1/18,O.fav,20,20-2,N,R1,0.366,20-2_2018-03-01
21,3/1/18,O.fav,20,20-46,N,R1,0.337,20-46_2018-03-01
21,3/1/18,O.fav,34,34-5,N,R1,0.34,34-5_2018-03-01
21,3/1/18,O.fav,34,34-44,N,R1,0.343,34-44_2018-03-01
21,3/1/18,O.fav,6,6-61,NP,R1,0.345,6-61_2018-03-01
21,3/1/18,O.fav,6,6-115,NP,R1,0.341,6-115_2018-03-01
21,3/1/18,O.fav,20,20-17,NP,R1,0.405,20-17_2018-03-01
21,3/1/18,O.fav,20,20-34,NP,R1,0.422,20-34_2018-03-01
21,3/1/18,O.fav,34,34-9,NP,R1,0.309,34-9_2018-03-01
21,3/1/18,O.fav,34,34-22,NP,R1,0.309,34-22_2018-03-01
21,3/1/18,O.fav,6,6-85,Control,R2,0.311,6-85_2018-03-01
21,3/1/18,O.fav,6,6-116,Control,R2,0.381,6-116_2018-03-01
21,3/1/18,O.fav,20,20-3,Control,R2,0.376,20-3_2018-03-01
21,3/1/18,O.fav,20,20-4,Control,R2,0.389,20-4_2018-03-01
21,3/1/18,O.fav,31,31-46,Control,R2,0.356,31-46_2018-03-01
21,3/1/18,O.fav,34,34-8,Control,R2,0.358,34-8_2018-03-01
21,3/1/18,O.fav,34,34-23,Control,R2,0.311,34-23_2018-03-01
21,3/1/18,O.fav,6,6-12,N,R2,0.348,6-12_2018-03-01
21,3/1/18,O.fav,6,6-19,N,R2,0.314,6-19_2018-03-01
21,3/1/18,O.fav,20,20-29,N,R2,0.366,20-29_2018-03-01
21,3/1/18,O.fav,20,20-41,N,R2,0.359,20-41_2018-03-01
21,3/1/18,O.fav,31,31-10,N,R2,0.37,31-10_2018-03-01
21,3/1/18,O.fav,34,34-24,N,R2,0.339,34-24_2018-03-01
21,3/1/18,O.fav,34,34-25,N,R2,0.322,34-25_2018-03-01
21,3/1/18,O.fav,6,6-72,NP,R2,0.303,6-72_2018-03-01
21,3/1/18,O.fav,20,20-11,NP,R2,0.372,20-11_2018-03-01
21,3/1/18,O.fav,20,20-50,NP,R2,0.354,20-50_2018-03-01
21,3/1/18,O.fav,34,34-21,NP,R2,0.333,34-21_2018-03-01
21,3/1/18,O.fav,34,34-32,NP,R2,0.357,34-32_2018-03-01
22,3/5/18,O.fav,6,6-83,Control,R1,0.396,6-83_2018-03-05
22,3/5/18,O.fav,6,6-112,Control,R1,0.399,6-112_2018-03-05
22,3/5/18,O.fav,20,20-19,Control,R1,0.467,20-19_2018-03-05
22,3/5/18,O.fav,20,20-30,Control,R1,0.456,20-30_2018-03-05
22,3/5/18,O.fav,34,34-20,Control,R1,0.411,34-20_2018-03-05
22,3/5/18,O.fav,34,34-49,Control,R1,0.38,34-49_2018-03-05
22,3/5/18,O.fav,6,6-9,N,R1,0.349,6-9_2018-03-05
22,3/5/18,O.fav,6,6-96,N,R1,0.299,6-96_2018-03-05
22,3/5/18,O.fav,20,20-2,N,R1,0.358,20-2_2018-03-05
22,3/5/18,O.fav,20,20-46,N,R1,0.352,20-46_2018-03-05
22,3/5/18,O.fav,34,34-5,N,R1,0.381,34-5_2018-03-05
22,3/5/18,O.fav,34,34-44,N,R1,0.365,34-44_2018-03-05
22,3/5/18,O.fav,6,6-61,NP,R1,0.374,6-61_2018-03-05
22,3/5/18,O.fav,6,6-115,NP,R1,0.367,6-115_2018-03-05
22,3/5/18,O.fav,20,20-17,NP,R1,0.435,20-17_2018-03-05
22,3/5/18,O.fav,20,20-34,NP,R1,0.439,20-34_2018-03-05
22,3/5/18,O.fav,34,34-9,NP,R1,0.354,34-9_2018-03-05
22,3/5/18,O.fav,34,34-22,NP,R1,0.393,34-22_2018-03-05
22,3/5/18,O.fav,6,6-85,Control,R2,0.332,6-85_2018-03-05
22,3/5/18,O.fav,6,6-116,Control,R2,0.408,6-116_2018-03-05
22,3/5/18,O.fav,20,20-3,Control,R2,0.398,20-3_2018-03-05
22,3/5/18,O.fav,20,20-4,Control,R2,0.432,20-4_2018-03-05
22,3/5/18,O.fav,34,34-8,Control,R2,0.391,34-8_2018-03-05
22,3/5/18,O.fav,34,34-23,Control,R2,0.36,34-23_2018-03-05
22,3/5/18,O.fav,6,6-12,N,R2,0.299,6-12_2018-03-05
22,3/5/18,O.fav,6,6-19,N,R2,0.295,6-19_2018-03-05
22,3/5/18,O.fav,20,20-29,N,R2,0.378,20-29_2018-03-05
22,3/5/18,O.fav,20,20-41,N,R2,0.333,20-41_2018-03-05
22,3/5/18,O.fav,34,34-24,N,R2,0.324,34-24_2018-03-05
22,3/5/18,O.fav,34,34-25,N,R2,0.339,34-25_2018-03-05
22,3/5/18,O.fav,6,6-72,NP,R2,0.295,6-72_2018-03-05
22,3/5/18,O.fav,20,20-11,NP,R2,0.365,20-11_2018-03-05
22,3/5/18,O.fav,20,20-50,NP,R2,0.363,20-50_2018-03-05
22,3/5/18,O.fav,34,34-21,NP,R2,0.364,34-21_2018-03-05
22,3/5/18,O.fav,34,34-32,NP,R2,0.404,34-32_2018-03-05
23,3/8/18,O.fav,6,6-83,Control,R1,0.404,6-83_2018-03-08
23,3/8/18,O.fav,6,6-112,Control,R1,0.404,6-112_2018-03-08
23,3/8/18,O.fav,20,20-19,Control,R1,0.461,20-19_2018-03-08
23,3/8/18,O.fav,20,20-30,Control,R1,0.465,20-30_2018-03-08
23,3/8/18,O.fav,34,34-20,Control,R1,0.399,34-20_2018-03-08
23,3/8/18,O.fav,6,6-9,N,R1,0.285,6-9_2018-03-08
23,3/8/18,O.fav,6,6-96,N,R1,0.314,6-96_2018-03-08
23,3/8/18,O.fav,20,20-2,N,R1,0.371,20-2_2018-03-08
23,3/8/18,O.fav,20,20-46,N,R1,0.381,20-46_2018-03-08
23,3/8/18,O.fav,34,34-5,N,R1,0.413,34-5_2018-03-08
23,3/8/18,O.fav,34,34-44,N,R1,0.402,34-44_2018-03-08
23,3/8/18,O.fav,6,6-61,NP,R1,0.332,6-61_2018-03-08
23,3/8/18,O.fav,6,6-115,NP,R1,0.317,6-115_2018-03-08
23,3/8/18,O.fav,20,20-17,NP,R1,0.413,20-17_2018-03-08
23,3/8/18,O.fav,20,20-34,NP,R1,0.448,20-34_2018-03-08
23,3/8/18,O.fav,34,34-9,NP,R1,0.31,34-9_2018-03-08
23,3/8/18,O.fav,34,34-22,NP,R1,0.385,34-22_2018-03-08
23,3/8/18,O.fav,6,6-85,Control,R2,0.35,6-85_2018-03-08
23,3/8/18,O.fav,6,6-116,Control,R2,0.415,6-116_2018-03-08
23,3/8/18,O.fav,20,20-3,Control,R2,0.426,20-3_2018-03-08
23,3/8/18,O.fav,20,20-4,Control,R2,0.439,20-4_2018-03-08
23,3/8/18,O.fav,34,34-8,Control,R2,0.395,34-8_2018-03-08
23,3/8/18,O.fav,6,6-12,N,R2,0.338,6-12_2018-03-08
23,3/8/18,O.fav,6,6-19,N,R2,0.319,6-19_2018-03-08
23,3/8/18,O.fav,20,20-29,N,R2,0.379,20-29_2018-03-08
23,3/8/18,O.fav,20,20-41,N,R2,0.332,20-41_2018-03-08
23,3/8/18,O.fav,34,34-24,N,R2,0.368,34-24_2018-03-08
23,3/8/18,O.fav,6,6-72,NP,R2,0.327,6-72_2018-03-08
23,3/8/18,O.fav,20,20-11,NP,R2,0.383,20-11_2018-03-08
23,3/8/18,O.fav,20,20-50,NP,R2,0.388,20-50_2018-03-08
23,3/8/18,O.fav,34,34-21,NP,R2,0.376,34-21_2018-03-08
23,3/8/18,O.fav,34,34-32,NP,R2,0.415,34-32_2018-03-08
24,3/27/18,O.fav,6,6-83,Control,R1,0.555,6-83_2018-03-27
24,3/27/18,O.fav,20,20-30,Control,R1,0.573,20-30_2018-03-27
24,3/27/18,O.fav,34,34-49,Control,R1,0.535,34-49_2018-03-27
24,3/27/18,O.fav,6,6-9,N,R1,0.549,6-9_2018-03-27
24,3/27/18,O.fav,20,20-46,N,R1,0.536,20-46_2018-03-27
24,3/27/18,O.fav,34,34-5,N,R1,0.51,34-5_2018-03-27
24,3/27/18,O.fav,6,6-61,NP,R1,0.562,6-61_2018-03-27
24,3/27/18,O.fav,20,20-17,NP,R1,0.591,20-17_2018-03-27
24,3/27/18,O.fav,20,20-34,NP,R1,0.556,20-34_2018-03-27
24,3/27/18,O.fav,34,34-9,NP,R1,0.528,34-9_2018-03-27
24,3/27/18,O.fav,6,6-116,Control,R2,0.406,6-116_2018-03-27
24,3/27/18,O.fav,20,20-3,Control,R2,0.419,20-3_2018-03-27
24,3/27/18,O.fav,34,34-8,Control,R2,0.382,34-8_2018-03-27
24,3/27/18,O.fav,6,6-12,N,R2,0.432,6-12_2018-03-27
24,3/27/18,O.fav,20,20-29,N,R2,0.396,20-29_2018-03-27
24,3/27/18,O.fav,34,34-25,N,R2,0.403,34-25_2018-03-27
24,3/27/18,O.fav,20,20-50,NP,R2,0.391,20-50_2018-03-27
24,3/27/18,O.fav,34,34-32,NP,R2,0.402,34-32_2018-03-27
25,4/20/18,O.fav,6,6-83,Control,R1,0.487,6-83_2018-04-20
25,4/20/18,O.fav,20,20-30,Control,R1,0.446,20-30_2018-04-20
25,4/20/18,O.fav,34,34-49,Control,R1,0.445,34-49_2018-04-20
25,4/20/18,O.fav,6,6-9,N,R1,0.459,6-9_2018-04-20
25,4/20/18,O.fav,20,20-46,N,R1,0.438,20-46_2018-04-20
25,4/20/18,O.fav,34,34-5,N,R1,0.433,34-5_2018-04-20
25,4/20/18,O.fav,6,6-61,NP,R1,0.512,6-61_2018-04-20
25,4/20/18,O.fav,20,20-17,NP,R1,0.487,20-17_2018-04-20
25,4/20/18,O.fav,20,20-34,NP,R1,0.501,20-34_2018-04-20
25,4/20/18,O.fav,34,34-9,NP,R1,0.568,34-9_2018-04-20
25,4/20/18,O.fav,6,6-116,Control,R2,0.421,6-116_2018-04-20
25,4/20/18,O.fav,20,20-3,Control,R2,0.418,20-3_2018-04-20
25,4/20/18,O.fav,34,34-8,Control,R2,0.349,34-8_2018-04-20
25,4/20/18,O.fav,6,6-12,N,R2,0.4,6-12_2018-04-20
25,4/20/18,O.fav,20,20-29,N,R2,0.335,20-29_2018-04-20
25,4/20/18,O.fav,34,34-25,N,R2,0.346,34-25_2018-04-20
25,4/20/18,O.fav,20,20-50,NP,R2,0.416,20-50_2018-04-20
25,4/20/18,O.fav,34,34-32,NP,R2,0.373,34-32_2018-04-20
