Genotype,Treatment,Rep,Frag,Date,ProK T=9,1st  EtOH,2nd EtOH,DNA,qPCR,Targets,Plate,Sample,Sample.Plate
Green,Control,R1,287,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 7,Sample 7_Plate25.csv
Green and Orange,Control,R1,116,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 8,Sample 8_Plate25.csv
Green and Orange,Control,R1,122,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 9,Sample 9_Plate25.csv
Green and Orange,Control,R1,129,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 10,Sample 10_Plate25.csv
Green and Orange,Control,R1,220,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 11,Sample 11_Plate25.csv
Green and Orange,Control,R1,226,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 12,Sample 12_Plate25.csv
Orange,Control,R1,149,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 13,Sample 13_Plate25.csv
Orange,Control,R1,157,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 14,Sample 14_Plate25.csv
Orange,Control,R1,248,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 15,Sample 15_Plate25.csv
Red and Orange,Control,R1,162,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 16,Sample 16_Plate25.csv
Red and Orange,Control,R1,169,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 17,Sample 17_Plate25.csv
Red and Orange,Control,R1,261,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 18,Sample 18_Plate25.csv
Red and Orange,Control,R1,267,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 19,Sample 19_Plate25.csv
Red and Orange,Control,R1,273,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 20,Sample 20_Plate25.csv
Red and Yellow,Control,R1,105,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 21,Sample 21_Plate25.csv
Red and Yellow,Control,R1,204,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate25,Sample 22,Sample 22_Plate25.csv
Yellow,Control,R1,143,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 1,Sample 1_Plate26.csv
F,N,R1,146,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 2,Sample 2_Plate26.csv
F,N,R1,239,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 3,Sample 3_Plate26.csv
Green,N,R1,177,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 4,Sample 4_Plate26.csv
Green,N,R1,183,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 5,Sample 5_Plate26.csv
Green,N,R1,190,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 6,Sample 6_Plate26.csv
Green,N,R1,282,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 7,Sample 7_Plate26.csv
Green,N,R1,288,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 8,Sample 8_Plate26.csv
Green and Orange,N,R1,117,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 9,Sample 9_Plate26.csv
Green and Orange,N,R1,123,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 10,Sample 10_Plate26.csv
Green and Orange,N,R1,130,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 11,Sample 11_Plate26.csv
Green and Orange,N,R1,221,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 12,Sample 12_Plate26.csv
Green and Orange,N,R1,227,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 13,Sample 13_Plate26.csv
Orange,N,R1,150,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 14,Sample 14_Plate26.csv
Orange,N,R1,158,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 15,Sample 15_Plate26.csv
Orange,N,R1,249,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 16,Sample 16_Plate26.csv
Red and Orange,N,R1,164,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 17,Sample 17_Plate26.csv
Red and Orange,N,R1,170,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 18,Sample 18_Plate26.csv
Red and Orange,N,R1,262,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 19,Sample 19_Plate26.csv
Red and Orange,N,R1,268,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 20,Sample 20_Plate26.csv
Red and Orange,N,R1,274,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 21,Sample 21_Plate26.csv
Red and Yellow,N,R1,106,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/23,"Acer, A",Plate26,Sample 22,Sample 22_Plate26.csv
Red and Yellow,N,R1,206,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 1,Sample 1_Plate27.csv
Yellow,N,R1,144,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 2,Sample 2_Plate27.csv
F,NP,R1,138,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 3,Sample 3_Plate27.csv
F,NP,R1,191,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 4,Sample 4_Plate27.csv
F,NP,R1,240,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 5,Sample 5_Plate27.csv
Green,NP,R1,178,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 6,Sample 6_Plate27.csv
Green,NP,R1,184,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 7,Sample 7_Plate27.csv
Green,NP,R1,276,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 8,Sample 8_Plate27.csv
Green,NP,R1,283,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 9,Sample 9_Plate27.csv
Green,NP,R1,289,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 10,Sample 10_Plate27.csv
Green and Orange,NP,R1,118,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 11,Sample 11_Plate27.csv
Green and Orange,NP,R1,124,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 12,Sample 12_Plate27.csv
Green and Orange,NP,R1,216,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 13,Sample 13_Plate27.csv
Green and Orange,NP,R1,222,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 14,Sample 14_Plate27.csv
Green and Orange,NP,R1,228,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 15,Sample 15_Plate27.csv
Orange,NP,R1,151,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 16,Sample 16_Plate27.csv
Orange,NP,R1,159,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 17,Sample 17_Plate27.csv
Orange,NP,R1,250,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 18,Sample 18_Plate27.csv
Red and Orange,NP,R1,165,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 19,Sample 19_Plate27.csv
Red and Orange,NP,R1,171,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 20,Sample 20_Plate27.csv
Red and Orange,NP,R1,263,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 21,Sample 21_Plate27.csv
Red and Orange,NP,R1,269,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate27,Sample 22,Sample 22_Plate27.csv
Red and Yellow,NP,R1,101,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 1,Sample 1_Plate28.csv
Red and Yellow,NP,R1,107,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 2,Sample 2_Plate28.csv
Red and Yellow,NP,R1,300,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 3,Sample 3_Plate28.csv
Yellow,NP,R1,145,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 4,Sample 4_Plate28.csv
F,Control,R2,139,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 5,Sample 5_Plate28.csv
F,Control,R2,192,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 6,Sample 6_Plate28.csv
F,Control,R2,241,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 7,Sample 7_Plate28.csv
Green,Control,R2,179,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 8,Sample 8_Plate28.csv
Green,Control,R2,186,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 9,Sample 9_Plate28.csv
Green,Control,R2,277,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 10,Sample 10_Plate28.csv
Green,Control,R2,284,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 11,Sample 11_Plate28.csv
Green,Control,R2,290,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 12,Sample 12_Plate28.csv
Green and Orange,Control,R2,119,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 13,Sample 13_Plate28.csv
Green and Orange,Control,R2,125,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 14,Sample 14_Plate28.csv
Green and Orange,Control,R2,217,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 15,Sample 15_Plate28.csv
Green and Orange,Control,R2,223,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 16,Sample 16_Plate28.csv
Orange,Control,R2,152,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 17,Sample 17_Plate28.csv
Orange,Control,R2,160,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 18,Sample 18_Plate28.csv
Red and Orange,Control,R2,166,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 19,Sample 19_Plate28.csv
Red and Orange,Control,R2,173,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 20,Sample 20_Plate28.csv
Red and Orange,Control,R2,264,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 21,Sample 21_Plate28.csv
Red and Orange,Control,R2,270,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/03/28,"Acer, A",Plate28,Sample 22,Sample 22_Plate28.csv
Red and Yellow,Control,R2,102,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 1,Sample 1_Plate29.csv
Red and Yellow,Control,R2,108,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 2,Sample 2_Plate29.csv
Yellow,Control,R2,231,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 3,Sample 3_Plate29.csv
F,N,R2,236,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 4,Sample 4_Plate29.csv
F,N,R2,242,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 5,Sample 5_Plate29.csv
Green,N,R2,180,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 6,Sample 6_Plate29.csv
Green,N,R2,187,2017/11/15,2017/11/20,2018/01/08,2018/01/10,2018/01/11,2018/04/10,"Acer, A",Plate29,Sample 7,Sample 7_Plate29.csv
Green,N,R2,278,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 8,Sample 8_Plate29.csv
Green,N,R2,285,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 9,Sample 9_Plate29.csv
Green and Orange,N,R2,120,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 10,Sample 10_Plate29.csv
Green and Orange,N,R2,126,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 11,Sample 11_Plate29.csv
Green and Orange,N,R2,218,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 12,Sample 12_Plate29.csv
Green and Orange,N,R2,224,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 13,Sample 13_Plate29.csv
Green and Orange,N,R2,230,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 14,Sample 14_Plate29.csv
Orange,N,R2,154,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 15,Sample 15_Plate29.csv
Orange,N,R2,246,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 16,Sample 16_Plate29.csv
Orange,N,R2,299,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 17,Sample 17_Plate29.csv
Red and Orange,N,R2,167,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 18,Sample 18_Plate29.csv
Red and Orange,N,R2,174,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 19,Sample 19_Plate29.csv
Red and Orange,N,R2,265,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 20,Sample 20_Plate29.csv
Red and Orange,N,R2,271,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 21,Sample 21_Plate29.csv
Red and Yellow,N,R2,103,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate29,Sample 22,Sample 22_Plate29.csv
Red and Yellow,N,R2,109,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 1,Sample 1_Plate30.csv
Yellow,N,R2,232,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 2,Sample 2_Plate30.csv
Yellow,N,R2,234,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 3,Sample 3_Plate30.csv
F,NP,R2,140,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 4,Sample 4_Plate30.csv
F,NP,R2,237,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 5,Sample 5_Plate30.csv
Green,NP,R2,181,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 6,Sample 6_Plate30.csv
Green,NP,R2,188,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 7,Sample 7_Plate30.csv
Green,NP,R2,280,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 8,Sample 8_Plate30.csv
Green,NP,R2,286,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 9,Sample 9_Plate30.csv
Green and Orange,NP,R2,121,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 10,Sample 10_Plate30.csv
Green and Orange,NP,R2,128,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 11,Sample 11_Plate30.csv
Green and Orange,NP,R2,219,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 12,Sample 12_Plate30.csv
Green and Orange,NP,R2,225,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 13,Sample 13_Plate30.csv
Green and Orange,NP,R2,229,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 14,Sample 14_Plate30.csv
Orange,NP,R2,155,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 15,Sample 15_Plate30.csv
Orange,NP,R2,247,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 16,Sample 16_Plate30.csv
Red and Orange,NP,R2,168,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 17,Sample 17_Plate30.csv
Red and Orange,NP,R2,175,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 18,Sample 18_Plate30.csv
Red and Orange,NP,R2,266,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 19,Sample 19_Plate30.csv
Red and Orange,NP,R2,272,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 20,Sample 20_Plate30.csv
Red and Yellow,NP,R2,104,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 21,Sample 21_Plate30.csv
Red and Yellow,NP,R2,110,2017/11/15,2017/11/20,2018/01/16,,,2018/04/10,"Acer, A",Plate30,Sample 22,Sample 22_Plate30.csv
Green,NP,R1,184,2017/11/15,5,2017/11/20,2018/01/08,2018/01/10,2018/05/03,"Acer, A",Plate31,Sample 1,Sample 1_Plate31.csv
Green,NP,R1,184,2017/12/14,2017/12/17,2017/12/21,2017/12/22,2017/12/23,2018/05/03,"Acer, A",Plate31,Sample 2,Sample 2_Plate31.csv
Green,NP,R1,184,2018/01/29,2018/01/29,2018/02/01,2018/02/02,2018/02/03,2018/05/03,"Acer, A",Plate31,Sample 3,Sample 3_Plate31.csv
Green,NP,R1,184,2018/02/23,2018/02/26,2018/02/28,2018/02/28,2018/03/05,2018/05/03,"Acer, A",Plate31,Sample 4,Sample 4_Plate31.csv
Orange,Control,R2,152,2017/11/15,6,2017/11/20,2018/01/08,2018/01/10,2018/05/03,"Acer, A",Plate31,Sample 5,Sample 5_Plate31.csv
Orange,Control,R2,152,2017/12/14,2017/12/17,2017/12/21,2017/12/22,2017/12/23,2018/05/03,"Acer, A",Plate31,Sample 6,Sample 6_Plate31.csv
Orange,Control,R2,152,2018/01/29,2018/01/29,2018/02/01,2018/02/02,2018/02/03,2018/05/03,"Acer, A",Plate31,Sample 7,Sample 7_Plate31.csv
Orange,Control,R2,152,2018/02/23,2018/02/26,2018/02/28,2018/02/28,2018/03/01,2018/05/03,"Acer, A",Plate31,Sample 8,Sample 8_Plate31.csv
Orange,Control,R2,152,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/05/03,"Acer, A",Plate31,Sample 9,Sample 9_Plate31.csv
Red and Orange,N,R2,265,2017/11/15,6,2017/11/20,2018/01/16,,2018/05/03,"Acer, A",Plate31,Sample 10,Sample 10_Plate31.csv
Red and Orange,N,R2,265,2017/12/14,2017/12/19,2017/12/20,2017/12/21,2017/12/22,2018/05/03,"Acer, A",Plate31,Sample 11,Sample 11_Plate31.csv
Red and Orange,N,R2,265,2018/01/29,2018/01/29,2018/02/01,2018/02/02,2018/02/03,2018/05/03,"Acer, A",Plate31,Sample 12,Sample 12_Plate31.csv
Red and Orange,N,R2,265,2018/02/05,2018/03/05,2018/03/06,2018/03/07,2018/03/09,2018/05/03,"Acer, A",Plate31,Sample 13,Sample 13_Plate31.csv
Orange,Control,R2,160,2017/11/15,6,2017/11/20,2018/01/08,2018/01/10,2018/05/03,"Acer, A",Plate31,Sample 14,Sample 14_Plate31.csv
Orange,Control,R2,160,2017/12/14,2017/12/17,2017/12/21,2017/12/22,2017/12/23,2018/05/03,"Acer, A",Plate31,Sample 15,Sample 15_Plate31.csv
Orange,Control,R2,160,2018/01/29,2018/01/29,2018/02/01,2018/02/02,2018/02/03,2018/05/03,"Acer, A",Plate31,Sample 16,Sample 16_Plate31.csv
Orange,Control,R2,160,2018/02/23,2018/02/26,2018/02/28,2018/02/28,2018/03/01,2018/05/03,"Acer, A",Plate31,Sample 17,Sample 17_Plate31.csv
Orange,Control,R2,160,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/05/03,"Acer, A",Plate31,Sample 18,Sample 18_Plate31.csv
Green and Orange,Control,R2,217,2018/02/23,2018/02/26,2018/02/28,2018/02/28,2018/03/01,2018/03/12,"Acer, A",Plate20,Sample 22,Sample 22_Plate20.csv
